,0
1367,216971.70632950737
1368,215297.45187161607
1369,232157.46996422487
1370,175498.7475015344
1371,256367.06896733554
1372,297102.9286519356
1373,219157.3142981174
1374,218806.50596275035
1375,192573.28275088972
1376,157767.68574225227
1377,149458.56559937718
1378,175100.09632820555
1379,202853.61364747575
1380,206847.15783618693
1381,231510.94326989152
1382,152754.71302628086
1383,172506.85201963407
1384,123407.23545199173
1385,211576.06176700664
1386,207005.28913891935
1387,220104.69782459742
1388,199564.17977503454
1389,283275.89175001095
1390,217594.9261418802
1391,238818.05114436138
1392,234013.90898185052
1393,138749.05639157657
1394,201215.51901149945
1395,202175.14801392533
1396,189304.2798048907
1397,202028.01237676237
1398,115002.56060742783
1399,123570.42138506575
1400,125246.33308080342
1401,191757.9092225471
1402,130410.78579845524
1403,247115.36539681334
1404,138296.56302267633
1405,142819.79440017496
1406,101524.039241765
1407,95013.13557923112
1408,102036.1790555483
1409,119795.52301214769
1410,77971.83434488115
1411,50443.256431649774
1412,95813.63335955073
1413,148582.44469170066
1414,116159.75744922808
1415,162817.74277553975
1416,144115.02534786612
1417,163782.39800997317
1418,139225.3925018237
1419,104285.97380942821
1420,144201.89595665617
1421,177159.78716397966
1422,193244.65495416208
1423,199343.22601175625
1424,187378.26889710422
1425,238511.39715387867
1426,98457.6609740784
1427,143214.15335567924
1428,56120.006842746625
1429,83138.60282612377
1430,140166.7020670368
1431,47706.36917618993
1432,78395.68449040578
1433,59544.585405119564
1434,316935.4229362267
1435,278406.27411102515
1436,208113.31669275748
1437,148441.5868802668
1438,210390.33299679813
1439,160220.5132642258
1440,217945.24146503358
1441,196193.6169685632
1442,337614.3897717192
1443,336238.4361985261
1444,88416.54339096384
1445,198202.67521158908
1446,112664.31276327746
1447,129387.0780169341
1448,148718.8113917154
1449,78265.06939331455
1450,79252.02574726603
1451,144572.12837880023
1452,81963.1212663575
1453,78763.85289358012
1454,86202.27025930127
1455,82022.6007579353
1456,166099.85345170193
1457,117908.46043053924
1458,223517.38336985116
